Groupe 6_1513161437986_0	Time ; User ; Action ; Current activity ; Object ; Message	
Groupe 6_1513161437986_1	1513161535037 ; Groupe 6 ; OPEN ; NA ; NA ; open activities list	
Groupe 6_1513161437986_10	1513172879325 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_92346480-8d60-128a-bc26-ebf561ae0250_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_11	1513172893631 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_a5fd2cbb-704c-bf26-2450-fdca4c944042_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_12	1513172906136 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_b82c8944-d213-9c83-b5d9-6fa91aab4c96_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_13	1513172922734 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_bcf5c790-7ccd-d102-f6ea-dbfcf8cef9f9_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_14	1513172941372 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_bd4450bc-b3ef-45c3-8f6d-9d83baebfa0b_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_15	1513172947633 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_bd4450bc-b3ef-45c3-8f6d-9d83baebfa0b_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_16	1513172969152 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_bfce5294-bae0-f535-4609-f9a3f08448a8_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_17	1513172983067 ; Groupe 6 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_2c384f89-b78e-9c8d-c8be-7c6957bd3498_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit updated	
Groupe 6_1513161437986_18	1513173392275 ; Groupe 6 ; UPDATE ; activity_ea517b38-f1f9-3d5d-fa8a-fa3ad6ace860_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; application_Chronomètre_68d2d2c2-0671-3424-7c24-184143d49062_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; timer started	
Groupe 6_1513161437986_19	1513173392629 ; Groupe 6 ; UPDATE ; activity_ea517b38-f1f9-3d5d-fa8a-fa3ad6ace860_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; application_Chronomètre_68d2d2c2-0671-3424-7c24-184143d49062_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; timer started	
Groupe 6_1513161437986_2	1513172273318 ; Groupe 6 ; OPEN ; activity_4fd6a8a7-a725-f811-3173-b6b1f42835ae_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; activity_4fd6a8a7-a725-f811-3173-b6b1f42835ae_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; open activity view	
Groupe 6_1513161437986_20	1513173445753 ; Groupe 6 ; UPDATE ; activity_ea517b38-f1f9-3d5d-fa8a-fa3ad6ace860_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; ressource_application_Post-it_Postit_45600344-2798-edaf-8d36-0a609a5b5c69_duplicate_42580b12-6111-87ac-d7b1-fe958ca8fcd6 ; postit moved	
