Groupe 5_1513161565449_0	Time ; User ; Action ; Current activity ; Object ; Message	
Groupe 5_1513161565449_1	1513161620012 ; Groupe 5 ; OPEN ; NA ; NA ; open activities list	
Groupe 5_1513169869484_1	Time ; User ; Action ; Current activity ; Object ; Message	
Groupe 5_1513169869484_10	1513172613418 ; Groupe 5 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; ressource_application_Post-it_Postit_7c7e66c8-6489-9d6b-cf0d-0ab1bc33101f_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; postit updated	
Groupe 5_1513169869484_11	1513172677814 ; Groupe 5 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; ressource_application_Post-it_Postit_92346480-8d60-128a-bc26-ebf561ae0250_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; postit updated	
Groupe 5_1513169869484_12	1513172695813 ; Groupe 5 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; ressource_application_Post-it_Postit_a5fd2cbb-704c-bf26-2450-fdca4c944042_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; postit updated	
Groupe 5_1513169869484_13	1513172738909 ; Groupe 5 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; ressource_application_Post-it_Postit_b82c8944-d213-9c83-b5d9-6fa91aab4c96_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; postit updated	
Groupe 5_1513169869484_14	1513172763893 ; Groupe 5 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; ressource_application_Post-it_Postit_bcf5c790-7ccd-d102-f6ea-dbfcf8cef9f9_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; postit updated	
Groupe 5_1513169869484_15	1513172776937 ; Groupe 5 ; UPDATE ; activity_a29d4a52-855e-b7bf-c37e-263c10a76758_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; ressource_application_Post-it_Postit_bd4450bc-b3ef-45c3-8f6d-9d83baebfa0b_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; postit updated	
Groupe 5_1513169869484_16	1513173206869 ; Groupe 5 ; UPDATE ; activity_ea517b38-f1f9-3d5d-fa8a-fa3ad6ace860_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; application_Chronomètre_68d2d2c2-0671-3424-7c24-184143d49062_duplicate_31ab3955-6232-4b42-cb63-1e83cb16813a ; timer started	
